measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,555,New York,3,Both,13,40 to 44,718,Self-harm,1,Number,1991,164.1786462,182.3055492,147.1058505
1,Deaths,555,New York,3,Both,14,45 to 49,718,Self-harm,1,Number,1991,124.8539107,140.3389956,111.7507103
1,Deaths,555,New York,3,Both,15,50 to 54,718,Self-harm,1,Number,1991,100.6790198,112.3389893,89.76933621
1,Deaths,555,New York,3,Both,39,0 to 14,718,Self-harm,1,Number,1991,11.58983575,14.61495447,9.181427543
1,Deaths,555,New York,3,Both,197,15 to 39,718,Self-harm,1,Number,1991,855.1860667,903.9682151,809.940735
1,Deaths,555,New York,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1991,468.0569848,491.3166072,442.2635035
1,Deaths,542,Maine,3,Both,13,40 to 44,718,Self-harm,1,Number,1991,16.04606684,18.43949012,13.79397541
1,Deaths,542,Maine,3,Both,14,45 to 49,718,Self-harm,1,Number,1991,12.54598392,14.77595277,10.56098681
1,Deaths,542,Maine,3,Both,15,50 to 54,718,Self-harm,1,Number,1991,10.02805209,11.7796987,8.412096198
1,Deaths,542,Maine,3,Both,39,0 to 14,718,Self-harm,1,Number,1991,1.449357686,1.857239716,1.086520318
1,Deaths,542,Maine,3,Both,197,15 to 39,718,Self-harm,1,Number,1991,81.39201833,87.05539905,75.95771591
1,Deaths,542,Maine,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1991,55.24207799,59.37400765,51.26685601
1,Deaths,526,Arkansas,3,Both,13,40 to 44,718,Self-harm,1,Number,1990,30.8848068,34.79790892,27.38515779
1,Deaths,526,Arkansas,3,Both,14,45 to 49,718,Self-harm,1,Number,1990,24.35890824,28.10770265,20.90721005
1,Deaths,526,Arkansas,3,Both,15,50 to 54,718,Self-harm,1,Number,1990,19.64790088,22.62741698,17.04616902
1,Deaths,526,Arkansas,3,Both,39,0 to 14,718,Self-harm,1,Number,1990,3.23074467,4.195607052,2.473742999
1,Deaths,526,Arkansas,3,Both,197,15 to 39,718,Self-harm,1,Number,1990,160.5210634,171.0075575,151.2121593
1,Deaths,526,Arkansas,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1990,110.580946,118.2655008,103.9831786
1,Deaths,544,Massachusetts,3,Both,13,40 to 44,718,Self-harm,1,Number,1990,74.76275187,83.56713613,66.44748327
1,Deaths,544,Massachusetts,3,Both,14,45 to 49,718,Self-harm,1,Number,1990,51.54759847,57.53822979,45.81391499
1,Deaths,544,Massachusetts,3,Both,15,50 to 54,718,Self-harm,1,Number,1990,38.03669235,42.52770715,33.65537456
1,Deaths,544,Massachusetts,3,Both,39,0 to 14,718,Self-harm,1,Number,1990,4.576313844,5.847311448,3.579470469
1,Deaths,544,Massachusetts,3,Both,197,15 to 39,718,Self-harm,1,Number,1990,416.8422955,439.7591072,396.5254797
1,Deaths,544,Massachusetts,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1990,166.8845414,177.1613309,156.302768
1,Deaths,543,Maryland,3,Both,13,40 to 44,718,Self-harm,1,Number,1990,71.70886034,80.75202873,63.09438788
1,Deaths,543,Maryland,3,Both,14,45 to 49,718,Self-harm,1,Number,1990,47.68972538,53.93225719,41.89096346
1,Deaths,543,Maryland,3,Both,15,50 to 54,718,Self-harm,1,Number,1990,33.32250926,37.82242049,29.1705953
1,Deaths,543,Maryland,3,Both,39,0 to 14,718,Self-harm,1,Number,1990,5.711487897,7.240712701,4.470919805
1,Deaths,543,Maryland,3,Both,197,15 to 39,718,Self-harm,1,Number,1990,401.4141819,423.5147043,378.3817462
1,Deaths,543,Maryland,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1990,164.6487717,174.2558932,155.3776703
1,Deaths,572,Wisconsin,3,Both,13,40 to 44,718,Self-harm,1,Number,1991,55.80925104,62.26420072,49.38695876
1,Deaths,572,Wisconsin,3,Both,14,45 to 49,718,Self-harm,1,Number,1991,40.50586077,46.24537925,36.03352882
1,Deaths,572,Wisconsin,3,Both,15,50 to 54,718,Self-harm,1,Number,1991,33.8921748,38.39888706,29.78740246
1,Deaths,572,Wisconsin,3,Both,39,0 to 14,718,Self-harm,1,Number,1991,7.483793737,9.2884981,5.791538897
1,Deaths,572,Wisconsin,3,Both,197,15 to 39,718,Self-harm,1,Number,1991,309.7961404,325.5112771,294.6114072
1,Deaths,572,Wisconsin,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1991,191.3410422,203.2331818,180.1953079
1,Deaths,559,Oklahoma,3,Both,13,40 to 44,718,Self-harm,1,Number,1990,37.05015742,41.72136578,32.65971341
1,Deaths,559,Oklahoma,3,Both,14,45 to 49,718,Self-harm,1,Number,1990,29.80273478,33.77961931,26.18761918
1,Deaths,559,Oklahoma,3,Both,15,50 to 54,718,Self-harm,1,Number,1990,23.20958164,26.93012617,20.21120837
1,Deaths,559,Oklahoma,3,Both,39,0 to 14,718,Self-harm,1,Number,1990,4.995559233,6.233598347,3.730782905
1,Deaths,559,Oklahoma,3,Both,197,15 to 39,718,Self-harm,1,Number,1990,222.7676396,236.0551442,210.886919
1,Deaths,559,Oklahoma,3,Both,285,55 to 89 years,718,Self-harm,1,Number,1990,137.4696876,147.3363956,129.1778547
1,Deaths,528,Colorado,3,Both,13,40 to 44,718,Self-harm,1,Number,1990,61.59038716,67.99449991,55.2970635
1,Deaths,528,Colorado,3,Both,14,45 to 49,718,Self-harm,1,Number,1990,41.11154565,46.18061091,36.45847058
1,Deaths,528,Colorado,3,Both,15,50 to 54,718,Self-harm,1,Number,1990,33.45072887,37.29311826,29.64671734
1,Deaths,528,Colorado,3,Both,39,0 to 14,718,Self-harm,1,Number,1990,6.364541117,7.825720222,5.139235168
1,Deaths,528,Colorado,3,Both,197,15 to 39,718,Self-harm,1,Number,1990,303.3424153,320.9956001,286.5677164
